cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
B cell,GO:0070665,positive regulation of leukocyte proliferation,7/207,202/28891,6.617162509437892e-4,0.01574447178898487,0.012710478313039467,Icosl/Cd40/Zap70/Cd3e/Clcf1/Selenok/Rasal3,7
B cell,GO:0048872,homeostasis of number of cells,10/207,401/28891,6.743992566643172e-4,0.015891396681370556,0.012829090463598907,Tspo2/Cd7/Fcgr2b/Lat/Ikbkb/Foxo3/Hbb-b1/Klf2/Hba-a2/Hba-a1,10
B cell,GO:0018105,peptidyl-serine phosphorylation,9/207,331/28891,6.789308064635562e-4,0.015891396681370556,0.012829090463598907,Cdk1/Rps6kb2/Snca/Bcar3/Ikbkb/Prkcb/Camk2d/Irgm2/Top1,9
B cell,GO:0006469,negative regulation of protein kinase activity,7/207,204/28891,0.00070125838114205375,0.015913830407863247,0.01284720116288991,Cdkn1b/Cdk5rap1/Uchl1/Actb/Thy1/Ppia/Pcp4,7
B cell,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,4/207,56/28891,7.024925535653173e-4,0.015913830407863247,0.01284720116288991,Lck/Cd40/Parp14/Clcf1,4
B cell,GO:0065002,intracellular protein transmembrane transport,4/207,56/28891,7.024925535653173e-4,0.015913830407863247,0.01284720116288991,Timm23/Dnajc19/Sec61b/Srp54a,4
B cell,GO:0002366,leukocyte activation involved in immune response,9/207,333/28891,7.085331690069189e-4,0.015913830407863247,0.01284720116288991,Icosl/Cd40/Xbp1/Lat/Eomes/Rara/Cd160/Aicda/Clcf1,9
B cell,GO:0002312,B cell activation involved in immune response,5/207,98/28891,7.120528173536697e-4,0.015913830407863247,0.01284720116288991,Icosl/Cd40/Xbp1/Aicda/Clcf1,5
B cell,GO:0050864,regulation of B cell activation,6/207,148/28891,7.130545754131152e-4,0.015913830407863247,0.01284720116288991,Cd40/Xbp1/Mzb1/Fcgr2b/Clcf1/Il4i1,6
B cell,GO:0030099,myeloid cell differentiation,11/207,480/28891,7.374351771453828e-4,0.016331352884627365,0.013184266163052674,Nme2/Myh9/Tspo2/Gnas/Rara/Foxo3/Hbb-b1/Klf2/Hba-a2/Hba-a1/Srp54a,11
B cell,GO:0034113,heterotypic cell-cell adhesion,4/207,57/28891,7.513109332378255e-4,0.01651163493734122,0.013329807477614454,Lck/Itgb7/Thy1/Skap1,4
B cell,GO:0002263,cell activation involved in immune response,9/207,337/28891,7.709029653497152e-4,0.016813860888195684,0.013573793839650487,Icosl/Cd40/Xbp1/Lat/Eomes/Rara/Cd160/Aicda/Clcf1,9
B cell,GO:0006754,ATP biosynthetic process,5/207,101/28891,8.162775951497947e-4,0.017669648093505706,0.014264669015360085,Ndufa12/Ndufv3/Ndufa8/Ndufc2/Eno1,5
B cell,GO:0002712,regulation of B cell mediated immunity,5/207,102/28891,8.534230933919121e-4,0.017762556420362032,0.014339673708399983,Fcer2a/Cd40/Cr2/Fcgr2b/Clcf1,5
B cell,GO:0002889,regulation of immunoglobulin mediated immune response,5/207,102/28891,8.534230933919121e-4,0.017762556420362032,0.014339673708399983,Fcer2a/Cd40/Cr2/Fcgr2b/Clcf1,5
B cell,GO:0001933,negative regulation of protein phosphorylation,9/207,342/28891,8.550882293941463e-4,0.017762556420362032,0.014339673708399983,Cdkn1b/Snca/Cdk5rap1/Uchl1/Actb/Thy1/Parp14/Ppia/Pcp4,9
B cell,GO:0032673,regulation of interleukin-4 production,4/207,59/28891,8.560574446270202e-4,0.017762556420362032,0.014339673708399983,Icosl/Prg2/Cd3e/Rara,4
B cell,GO:1990542,mitochondrial transmembrane transport,4/207,59/28891,8.560574446270202e-4,0.017762556420362032,0.014339673708399983,Timm23/Smdt1/Dnajc19/Mrpl18,4
B cell,GO:0002449,lymphocyte mediated immunity,11/207,489/28891,8.575878230046276e-4,0.017762556420362032,0.014339673708399983,Icosl/Fcer2a/Cd40/Cr2/Fcgr2b/Cd160/Aicda/Clcf1/Cd8a/Il4i1/Il4i1b,11
B cell,GO:0048608,reproductive structure development,9/207,343/28891,8.727908104764044e-4,0.017948319595439775,0.01448963992129249,Cdkn1b/H3f3b/Ubb/Myh9/Eaf2/Prdx4/Dnajc19/Rara/Foxo3,9
B cell,GO:0006260,DNA replication,8/207,276/28891,8.91435321147578e-4,0.01798604139216062,0.014520092646895175,Cdk1/Bcar3/Tipin/Supt16/Aicda/Ino80d/Nuggc/Top1,8
B cell,GO:0046635,positive regulation of alpha-beta T cell activation,5/207,103/28891,8.91813462354131e-4,0.01798604139216062,0.014520092646895175,Zap70/Cd3e/Rara/Cd160/Rasal3,5
B cell,GO:0009150,purine ribonucleotide metabolic process,9/207,345/28891,9.09090791574818e-4,0.01798604139216062,0.014520092646895175,Adss1/Ndufa12/Hint1/Nme2/Ndufv3/Snca/Ndufa8/Ndufc2/Eno1,9
B cell,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,4/207,60/28891,9.121090806722648e-4,0.01798604139216062,0.014520092646895175,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0002208,somatic diversification of immunoglobulins involved in immune response,4/207,60/28891,9.121090806722648e-4,0.01798604139216062,0.014520092646895175,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0045190,isotype switching,4/207,60/28891,9.121090806722648e-4,0.01798604139216062,0.014520092646895175,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0010954,positive regulation of protein processing,3/207,27/28891,9.339748598341718e-4,0.01812206204530195,0.014629901828495533,Timm23/Myh9/Eno1,3
B cell,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,3/207,27/28891,9.339748598341718e-4,0.01812206204530195,0.014629901828495533,Cdkn1b/Cdk5rap1/Actb,3
B cell,GO:0030218,erythrocyte differentiation,6/207,156/28891,9.37890672021532e-4,0.01812206204530195,0.014629901828495533,Tspo2/Foxo3/Hbb-b1/Klf2/Hba-a2/Hba-a1,6
B cell,GO:0061458,reproductive system development,9/207,347/28891,9.46608728832416e-4,0.0181685768687235,0.014667453145698069,Cdkn1b/H3f3b/Ubb/Myh9/Eaf2/Prdx4/Dnajc19/Rara/Foxo3,9
B cell,GO:0002262,myeloid cell homeostasis,7/207,215/28891,9.534595365392235e-4,0.018178874209910097,0.014675766167156538,Tspo2/Fcgr2b/Foxo3/Hbb-b1/Klf2/Hba-a2/Hba-a1,7
B cell,GO:0071806,protein transmembrane transport,4/207,61/28891,9.706953697983056e-4,0.018360040689863927,0.014822021477932596,Timm23/Dnajc19/Sec61b/Srp54a,4
B cell,GO:0002237,response to molecule of bacterial origin,10/207,421/28891,9.757159519101009e-4,0.018360040689863927,0.014822021477932596,Slpi/Xbp1/Pdcd4/Snca/Cr2/Fcgr2b/Rara/Aicda/Nuggc/Irgm2,10
B cell,GO:0045061,thymic T cell selection,3/207,28/28891,0.0010405558583154585,0.019327485910259387,0.015603037929782904,Cd3g/Zap70/Cd3e,3
B cell,GO:0046184,aldehyde biosynthetic process,3/207,28/28891,0.0010405558583154585,0.019327485910259387,0.015603037929782904,Cacna1h/Gapdh/Eno1,3
B cell,GO:0055074,calcium ion homeostasis,9/207,353/28891,0.0010667746435423452,0.01960253998350598,0.01582508849329307,Lck/Cd40/Smdt1/Snca/Cacna1s/Thy1/Selenok/Prkcb/Camk2d,9
B cell,GO:0009205,purine ribonucleoside triphosphate metabolic process,6/207,160/28891,0.0010689818608580893,0.01960253998350598,0.01582508849329307,Ndufa12/Nme2/Ndufv3/Ndufa8/Ndufc2/Eno1,6
B cell,GO:0070588,calcium ion transmembrane transport,9/207,354/28891,0.0010879531271945802,0.0198241585645139,0.01600400069850522,Lck/Smdt1/Ehd3/Cacna1h/Snca/Cacna1s/Thy1/Bhlha15/Camk2d,9
B cell,GO:0051153,regulation of striated muscle cell differentiation,5/207,108/28891,0.0011033534409574507,0.019978330544128935,0.016128463407044366,Xbp1/Rbm38/Bhlhe41/Bhlha15/Naca,5
B cell,GO:0010563,negative regulation of phosphorus metabolic process,10/207,430/28891,0.0011433915255720628,0.020391871301625633,0.01646231397378088,Cdkn1b/Snca/Cdk5rap1/Uchl1/Actb/Ikbkb/Thy1/Parp14/Ppia/Pcp4,10
B cell,GO:0045936,negative regulation of phosphate metabolic process,10/207,430/28891,0.0011433915255720628,0.020391871301625633,0.01646231397378088,Cdkn1b/Snca/Cdk5rap1/Uchl1/Actb/Ikbkb/Thy1/Parp14/Ppia/Pcp4,10
B cell,GO:0036503,ERAD pathway,5/207,109/28891,0.001149764130004579,0.020391871301625633,0.01646231397378088,Derl3/H13/Hsp90b1/Edem1/Sec61b,5
B cell,GO:1903319,positive regulation of protein maturation,3/207,29/28891,0.0011545241480253484,0.020391871301625633,0.01646231397378088,Timm23/Myh9/Eno1,3
B cell,GO:0019646,aerobic electron transport chain,4/207,64/28891,0.0011622801775850902,0.020399169655042623,0.016468205918843938,Uqcrb/Ndufa8/Ndufc2/COX1,4
B cell,GO:0051147,regulation of muscle cell differentiation,6/207,163/28891,0.0011761938738232287,0.020399169655042623,0.016468205918843938,Xbp1/Pdcd4/Rbm38/Bhlhe41/Bhlha15/Naca,6
B cell,GO:1904019,epithelial cell apoptotic process,6/207,163/28891,0.0011761938738232287,0.020399169655042623,0.016468205918843938,Cdkn1b/Cd40/Xbp1/Pdcd4/Cd160/Foxo3,6
B cell,GO:0031640,killing of cells of another organism,5/207,110/28891,0.0011976047138130446,0.020523237923022356,0.01656836596553385,Hmgn2/Fcer2a/Ccl22/Gapdh/Irgm2,5
B cell,GO:0141061,disruption of cell in another organism,5/207,110/28891,0.0011976047138130446,0.020523237923022356,0.01656836596553385,Hmgn2/Fcer2a/Ccl22/Gapdh/Irgm2,5
B cell,GO:0045619,regulation of lymphocyte differentiation,7/207,224/28891,0.0012088014047336956,0.02059253990667639,0.016624313308327622,Lck/Xbp1/Zap70/Actb/Rara/Il4i1/Il4i1b,7
B cell,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,4/207,65/28891,0.001231622932123602,0.0207359205940576,0.016740064229787095,Ndufa12/Ndufv3/Ndufa8/Ndufc2,4
B cell,GO:0050854,regulation of antigen receptor-mediated signaling pathway,4/207,65/28891,0.001231622932123602,0.0207359205940576,0.016740064229787095,Lck/Thy1/Cd160/Prkcb,4
B cell,GO:0033673,negative regulation of kinase activity,7/207,225/28891,0.0012401877809284799,0.020758724542401706,0.016758473808384845,Cdkn1b/Cdk5rap1/Uchl1/Actb/Thy1/Ppia/Pcp4,7
B cell,GO:0002837,regulation of immune response to tumor cell,3/207,30/28891,0.001276069322314075,0.02122447879246562,0.017134476215705047,Cd160/Il4i1/Il4i1b,3
B cell,GO:1902105,regulation of leukocyte differentiation,9/207,363/28891,0.0012943161096089044,0.02122447879246562,0.017134476215705047,Lck/Xbp1/Nme2/Zap70/Gnas/Actb/Rara/Il4i1/Il4i1b,9
B cell,GO:0006986,response to unfolded protein,5/207,112/28891,0.0012976835635930787,0.02122447879246562,0.017134476215705047,Derl3/Xbp1/Edem1/Manf/Bhlha15,5
B cell,GO:0001954,positive regulation of cell-matrix adhesion,4/207,66/28891,0.0013038090231442176,0.02122447879246562,0.017134476215705047,Myh9/Thy1/Cd3e/Skap1,4
B cell,GO:0042129,regulation of T cell proliferation,7/207,227/28891,0.0013048741737639508,0.02122447879246562,0.017134476215705047,Icosl/Zap70/Cd3e/Selenok/Rasal3/Il4i1/Il4i1b,7
B cell,GO:0009259,ribonucleotide metabolic process,9/207,364/28891,0.0013190715096686328,0.021334870091775246,0.01722359487491627,Adss1/Ndufa12/Hint1/Nme2/Ndufv3/Snca/Ndufa8/Ndufc2/Eno1,9
B cell,GO:0009199,ribonucleoside triphosphate metabolic process,6/207,167/28891,0.001331732533299309,0.021419318231110113,0.017291769676711994,Ndufa12/Nme2/Ndufv3/Ndufa8/Ndufc2/Eno1,6
B cell,GO:0034101,erythrocyte homeostasis,6/207,168/28891,0.001372962028910473,0.02193288955527756,0.017706374705417763,Tspo2/Foxo3/Hbb-b1/Klf2/Hba-a2/Hba-a1,6
B cell,GO:0032633,interleukin-4 production,4/207,67/28891,0.0013788999685672937,0.02193288955527756,0.017706374705417763,Icosl/Prg2/Cd3e/Rara,4
B cell,GO:0002834,regulation of response to tumor cell,3/207,31/28891,0.0014053758033633404,0.02213245960569431,0.017867487179164202,Cd160/Il4i1/Il4i1b,3
B cell,GO:0040029,epigenetic regulation of gene expression,7/207,230/28891,0.0014068218505877245,0.02213245960569431,0.017867487179164202,H3f3b/Gnas/Eif1/Aicda/Kmt2d/Klf2/H1f0,7
B cell,GO:0009144,purine nucleoside triphosphate metabolic process,6/207,169/28891,0.0014151588637938792,0.02214262156990532,0.017875690911080582,Ndufa12/Nme2/Ndufv3/Ndufa8/Ndufc2/Eno1,6
B cell,GO:0002698,negative regulation of immune effector process,6/207,170/28891,0.0014583378860320685,0.022694890669655812,0.01832153657103162,Vpreb3/Cr2/Fcgr2b/Prg2/Il4i1/Il4i1b,6
B cell,GO:0042326,negative regulation of phosphorylation,9/207,372/28891,0.0015311793230285556,0.023498472951794212,0.01897026682421222,Cdkn1b/Snca/Cdk5rap1/Uchl1/Actb/Thy1/Parp14/Ppia/Pcp4,9
B cell,GO:0016447,somatic recombination of immunoglobulin gene segments,4/207,69/28891,0.001538041874642626,0.023498472951794212,0.01897026682421222,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0051148,negative regulation of muscle cell differentiation,4/207,69/28891,0.001538041874642626,0.023498472951794212,0.01897026682421222,Xbp1/Pdcd4/Bhlhe41/Bhlha15,4
B cell,GO:0031295,T cell costimulation,3/207,32/28891,0.0015426229204199744,0.023498472951794212,0.01897026682421222,Cd5/Cd3e/Cd160,3
B cell,GO:0019693,ribose phosphate metabolic process,9/207,373/28891,0.0015595163695613765,0.023507055643807347,0.018977195613069823,Adss1/Ndufa12/Hint1/Nme2/Ndufv3/Snca/Ndufa8/Ndufc2/Eno1,9
B cell,GO:0051235,maintenance of location,9/207,373/28891,0.0015595163695613765,0.023507055643807347,0.018977195613069823,Lck/Fth1/Snca/Cacna1s/Thy1/Sun2/Ftl1/Camk2d/Tmsb10,9
B cell,GO:0015844,monoamine transport,5/207,117/28891,0.0015748056896132292,0.023613883231231703,0.01906343729531804,Xbp1/Snca/Actb/Prkcb/Pcp4,5
B cell,GO:0015986,proton motive force-driven ATP synthesis,4/207,70/28891,0.0016222151942881537,0.024179490352211293,0.019520050711205477,Ndufa12/Ndufv3/Ndufa8/Ndufc2,4
B cell,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7/207,236/28891,0.0016293230734036092,0.024179490352211293,0.019520050711205477,Fcer2a/Cd40/Cr2/Fcgr2b/Clcf1/Il4i1/Il4i1b,7
B cell,GO:1903706,regulation of hemopoiesis,10/207,452/28891,0.001654133868100001,0.02442180208338412,0.019715668452171674,Lck/Xbp1/Nme2/Zap70/Gnas/Actb/Rara/Foxo3/Il4i1/Il4i1b,10
B cell,GO:0002418,immune response to tumor cell,3/207,33/28891,0.0016879849870846224,0.024794432539880753,0.020016492220638272,Cd160/Il4i1/Il4i1b,3
B cell,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,4/207,71/28891,0.0017095380493130708,0.024983553522702186,0.02016916918452183,Lck/Cd40/Parp14/Clcf1,4
B cell,GO:0031294,lymphocyte costimulation,3/207,34/28891,0.0018416313776655258,0.026643501187432406,0.02150924137469178,Cd5/Cd3e/Cd160,3
B cell,GO:0071353,cellular response to interleukin-4,3/207,34/28891,0.0018416313776655258,0.026643501187432406,0.02150924137469178,Xbp1/Parp14/Rps2,3
B cell,GO:0071346,cellular response to type II interferon,5/207,122/28891,0.0018931496912726168,0.0271266982013814,0.02189932528789241,Ccl22/Parp14/Gbp8/Gapdh/Irgm2,5
B cell,GO:0030888,regulation of B cell proliferation,4/207,73/28891,0.0018938750741499344,0.0271266982013814,0.02189932528789241,Cd40/Mzb1/Fcgr2b/Clcf1,4
B cell,GO:0042100,B cell proliferation,5/207,123/28891,0.001962071489132122,0.027964375332729604,0.022575580239727597,Cd40/Mzb1/Cr2/Fcgr2b/Clcf1,5
B cell,GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,4/207,74/28891,0.001991010052729733,0.02823703419610296,0.022795697155443356,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0002703,regulation of leukocyte mediated immunity,8/207,314/28891,0.0020139143859386945,0.02842186037802697,0.022944906935772124,Fcer2a/Cd40/Cr2/Fcgr2b/Cd160/Clcf1/Il4i1/Il4i1b,8
B cell,GO:0030183,B cell differentiation,6/207,182/28891,0.0020586064069569765,0.028910867539654318,0.023339681368734298,Polm/Xbp1/Cr2/Clcf1/Il4i1/Gimap1,6
B cell,GO:0007260,tyrosine phosphorylation of STAT protein,4/207,75/28891,0.0020915361508829135,0.029230740671805377,0.023597914262388726,Lck/Cd40/Parp14/Clcf1,4
B cell,GO:0070670,response to interleukin-4,3/207,36/28891,0.002174430383005096,0.029641540671988226,0.023929552221623008,Xbp1/Parp14/Rps2,3
B cell,GO:0015850,organic hydroxy compound transport,8/207,318/28891,0.002177934172901375,0.029641540671988226,0.023929552221623008,Xbp1/Abcc3/Emb/Tspo2/Snca/Actb/Prkcb/Pcp4,8
B cell,GO:0042273,ribosomal large subunit biogenesis,4/207,76/28891,0.0021955131531869333,0.029641540671988226,0.023929552221623008,Nhp2/Rpl10/Mdn1/Rpl35,4
B cell,GO:0002424,T cell mediated immune response to tumor cell,2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Il4i1/Il4i1b,2
B cell,GO:0002840,regulation of T cell mediated immune response to tumor cell,2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Il4i1/Il4i1b,2
B cell,GO:0002924,negative regulation of humoral immune response mediated by circulating immunoglobulin,2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Cr2/Fcgr2b,2
B cell,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Sec61b/Srp54a,2
B cell,GO:0009157,deoxyribonucleoside monophosphate biosynthetic process,2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Nme2/Dut,2
B cell,GO:0009221,pyrimidine deoxyribonucleotide biosynthetic process,2/207,10/28891,0.002213591957095335,0.029641540671988226,0.023929552221623008,Nme2/Dut,2
B cell,GO:0031400,negative regulation of protein modification process,10/207,473/28891,0.0023009085012386833,0.03066457714030618,0.024755447368712102,Cdkn1b/Snca/Cdk5rap1/Uchl1/Actb/Ikbkb/Thy1/Parp14/Ppia/Pcp4,10
B cell,GO:0018108,peptidyl-tyrosine phosphorylation,8/207,322/28891,0.0023522836634249427,0.03066457714030618,0.024755447368712102,Lck/Cd40/Tnk2/Zap70/Thy1/Cd3e/Parp14/Clcf1,8
B cell,GO:0042254,ribosome biogenesis,8/207,322/28891,0.0023522836634249427,0.03066457714030618,0.024755447368712102,Nhp2/Rpl10/Rps27rt/Mdn1/Rps12/Rpl35/Nol7/Rps28,8
B cell,GO:0071219,cellular response to molecule of bacterial origin,8/207,322/28891,0.0023522836634249427,0.03066457714030618,0.024755447368712102,Xbp1/Pdcd4/Cr2/Fcgr2b/Rara/Aicda/Nuggc/Irgm2,8
B cell,GO:0030808,regulation of nucleotide biosynthetic process,3/207,37/28891,0.0023538977242124576,0.03066457714030618,0.024755447368712102,Snca/Ndufc2/Eno1,3
B cell,GO:1900371,regulation of purine nucleotide biosynthetic process,3/207,37/28891,0.0023538977242124576,0.03066457714030618,0.024755447368712102,Snca/Ndufc2/Eno1,3
B cell,GO:0018212,peptidyl-tyrosine modification,8/207,324/28891,0.0024434700851364206,0.03168806475273764,0.025581706723476608,Lck/Cd40/Tnk2/Zap70/Thy1/Cd3e/Parp14/Clcf1,8
B cell,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,6/207,189/28891,0.002485649242164544,0.0320905119649853,0.025906601494922413,Lck/Cd40/Tnk2/Cd3e/Parp14/Clcf1,6
B cell,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,4/207,79/28891,0.0025287431941674664,0.032243265233699504,0.02602991888119359,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0016444,somatic cell DNA recombination,4/207,79/28891,0.0025287431941674664,0.032243265233699504,0.02602991888119359,Icosl/Cd40/Aicda/Clcf1,4
B cell,GO:0032496,response to lipopolysaccharide,9/207,401/28891,0.0025405558457442744,0.032243265233699504,0.02602991888119359,Slpi/Xbp1/Pdcd4/Snca/Cr2/Rara/Aicda/Nuggc/Irgm2,9
B cell,GO:0002068,glandular epithelial cell development,3/207,38/28891,0.0025422789885549803,0.032243265233699504,0.02602991888119359,Xbp1/Rara/Bhlha15,3
B cell,GO:0035710,"CD4-positive, alpha-beta T cell activation",5/207,131/28891,0.002581212156237321,0.032593464025470385,0.026312633614829203,Satb1/Cd3e/Rara/Cd160/Gimap1,5
B cell,GO:0002520,immune system development,7/207,258/28891,0.002687720233472323,0.03341576672810072,0.026976476823329144,Icosl/Cd40/Polm/Cd3e/Aicda/Clcf1/Nuggc,7
B cell,GO:0006558,L-phenylalanine metabolic process,2/207,11/28891,0.0026927606394301375,0.03341576672810072,0.026976476823329144,Il4i1/Il4i1b,2
B cell,GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development,2/207,11/28891,0.0026927606394301375,0.03341576672810072,0.026976476823329144,Cdkn1b/Eaf2,2
B cell,GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,2/207,11/28891,0.0026927606394301375,0.03341576672810072,0.026976476823329144,Il4i1/Il4i1b,2
B cell,GO:0090329,regulation of DNA-templated DNA replication,3/207,39/28891,0.002739719967156914,0.03385259135384015,0.027329124406968445,Tipin/Aicda/Nuggc,3
B cell,GO:0051348,negative regulation of transferase activity,7/207,260/28891,0.0028052191013607096,0.03451378543939095,0.027862904974378978,Cdkn1b/Cdk5rap1/Uchl1/Actb/Thy1/Ppia/Pcp4,7
B cell,GO:2001242,regulation of intrinsic apoptotic signaling pathway,6/207,194/28891,0.0028291788192919627,0.03466045030102792,0.027981307202672584,Lck/Ubb/Xbp1/Fcgr2b/Eno1/Ppia,6
B cell,GO:0006310,DNA recombination,8/207,333/28891,0.0028886497003448555,0.035169419247834295,0.028392196742004026,Icosl/Cd40/Polm/Actb/Aicda/Clcf1/Ino80d/H1f0,8
B cell,GO:2000242,negative regulation of reproductive process,4/207,82/28891,0.0028951553878904922,0.035169419247834295,0.028392196742004026,Cdkn1b/Myh9/Eaf2/Prdx4,4
B cell,GO:0035966,response to topologically incorrect protein,5/207,135/28891,0.002938907797505856,0.035344066902572205,0.028533189419162146,Derl3/Xbp1/Edem1/Manf/Bhlha15,5
B cell,GO:0046034,ATP metabolic process,5/207,135/28891,0.002938907797505856,0.035344066902572205,0.028533189419162146,Ndufa12/Ndufv3/Ndufa8/Ndufc2/Eno1,5
B cell,GO:0045589,regulation of regulatory T cell differentiation,3/207,40/28891,0.002946361950891743,0.035344066902572205,0.028533189419162146,Lck/Il4i1/Il4i1b,3
B cell,GO:0090257,regulation of muscle system process,7/207,263/28891,0.0029888111313405717,0.035600484416925225,0.028740194728641488,Lck/Ehd3/Cacna1h/Cacna1s/Foxo3/Camk2d/Eno1,7
B cell,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,10/207,491/28891,0.0030048342178926116,0.035600484416925225,0.028740194728641488,Icosl/Fcer2a/Cd40/Cr2/Fcgr2b/Aicda/Clcf1/Cd8a/Il4i1/Il4i1b,10
B cell,GO:0051656,establishment of organelle localization,10/207,491/28891,0.0030048342178926116,0.035600484416925225,0.028740194728641488,Ubb/Sdc1/Myh9/Snca/Uchl1/Lat/Trappc5/Sun2/Mdn1/Bloc1s1,10
B cell,GO:0030433,ubiquitin-dependent ERAD pathway,4/207,83/28891,0.003024937610853641,0.03564851491592808,0.028778969647490615,Derl3/Hsp90b1/Edem1/Sec61b,4
B cell,GO:0051209,release of sequestered calcium ion into cytosol,5/207,136/28891,0.003033652710803189,0.03564851491592808,0.028778969647490615,Lck/Snca/Cacna1s/Thy1/Camk2d,5
B cell,GO:0006959,humoral immune response,8/207,337/28891,0.0031057418575201542,0.0361686156253949,0.029198845834947054,Hmgn2/Fcer2a/Slpi/Cr2/Fcgr2b/Ccl22/Gapdh/Jchain,8
